학교ID,학교명,사업,검토상태,관측시설수,판단근거
B000025206,인천새봄초등학교,sports,판단 보류,0,수집 목록에서 주변 시설을 확인하지 못했습니다. 시설이 없다는 뜻은 아닙니다.; 25곳 모두 부평구 소재이며 부평구를 포함해 전수 조사한 지역은 없습니다.
B000025206,인천새봄초등학교,welfare,판단 보류,0,수집 목록에서 주변 시설을 확인하지 못했습니다. 시설이 없다는 뜻은 아닙니다.
B000003033,인천부마초등학교,library,판단 보류,1,수집 목록에서 주변 시설을 찾았습니다. 실제 출입구 경로와 이용조건은 추가 확인이 필요합니다.
B000003033,인천부마초등학교,books,판단 보류,,학교 내부 자료를 확인했습니다. 장서 구성·노후도·이용수요는 추가 확인이 필요합니다.
B000003033,인천부마초등학교,sports,판단 보류,0,수집 목록에서 주변 시설을 확인하지 못했습니다. 시설이 없다는 뜻은 아닙니다.; 25곳 모두 부평구 소재이며 부평구를 포함해 전수 조사한 지역은 없습니다.
B000003033,인천부마초등학교,welfare,판단 보류,0,수집 목록에서 주변 시설을 확인하지 못했습니다. 시설이 없다는 뜻은 아닙니다.
B000003182,선원초등학교,library,판단 보류,0,수집 목록에서 주변 시설을 확인하지 못했습니다. 시설이 없다는 뜻은 아닙니다.; 도서지역은 도시형 500m 기준과 분리해 검토합니다.
B000003182,선원초등학교,books,판단 보류,,학교 내부 자료를 확인했습니다. 장서 구성·노후도·이용수요는 추가 확인이 필요합니다.; 도서지역은 도시형 500m 기준과 분리해 검토합니다.
B000003182,선원초등학교,sports,판단 보류,0,수집 목록에서 주변 시설을 확인하지 못했습니다. 시설이 없다는 뜻은 아닙니다.; 25곳 모두 부평구 소재이며 부평구를 포함해 전수 조사한 지역은 없습니다.; 도서지역은 도시형 500m 기준과 분리해 검토합니다.
B000003182,선원초등학교,welfare,판단 보류,0,수집 목록에서 주변 시설을 확인하지 못했습니다. 시설이 없다는 뜻은 아닙니다.; 도서지역은 도시형 500m 기준과 분리해 검토합니다.
B000003009,인천대정초등학교,library,판단 보류,0,수집 목록에서 주변 시설을 확인하지 못했습니다. 시설이 없다는 뜻은 아닙니다.
B000003009,인천대정초등학교,books,판단 보류,,학교 내부 자료를 확인했습니다. 장서 구성·노후도·이용수요는 추가 확인이 필요합니다.
B000003009,인천대정초등학교,sports,판단 보류,0,수집 목록에서 주변 시설을 확인하지 못했습니다. 시설이 없다는 뜻은 아닙니다.; 25곳 모두 부평구 소재이며 부평구를 포함해 전수 조사한 지역은 없습니다.
B000003009,인천대정초등학교,welfare,판단 보류,0,수집 목록에서 주변 시설을 확인하지 못했습니다. 시설이 없다는 뜻은 아닙니다.
B000003000,인천삼목초등학교장봉분교장,library,판단 보류,0,수집 목록에서 주변 시설을 확인하지 못했습니다. 시설이 없다는 뜻은 아닙니다.; 도서지역은 도시형 500m 기준과 분리해 검토합니다.
B000003000,인천삼목초등학교장봉분교장,books,판단 보류,,학교 내부 자료를 확인했습니다. 장서 구성·노후도·이용수요는 추가 확인이 필요합니다.; 도서지역은 도시형 500m 기준과 분리해 검토합니다.
B000003000,인천삼목초등학교장봉분교장,sports,판단 보류,0,수집 목록에서 주변 시설을 확인하지 못했습니다. 시설이 없다는 뜻은 아닙니다.; 25곳 모두 부평구 소재이며 부평구를 포함해 전수 조사한 지역은 없습니다.; 도서지역은 도시형 500m 기준과 분리해 검토합니다.
B000003000,인천삼목초등학교장봉분교장,welfare,판단 보류,0,수집 목록에서 주변 시설을 확인하지 못했습니다. 시설이 없다는 뜻은 아닙니다.; 도서지역은 도시형 500m 기준과 분리해 검토합니다.
B000003119,인천소양초등학교,library,판단 보류,0,수집 목록에서 주변 시설을 확인하지 못했습니다. 시설이 없다는 뜻은 아닙니다.
B000003119,인천소양초등학교,books,판단 보류,,학교 내부 자료를 확인했습니다. 장서 구성·노후도·이용수요는 추가 확인이 필요합니다.
B000003119,인천소양초등학교,sports,판단 보류,0,수집 목록에서 주변 시설을 확인하지 못했습니다. 시설이 없다는 뜻은 아닙니다.; 25곳 모두 부평구 소재이며 부평구를 포함해 전수 조사한 지역은 없습니다.
B000003119,인천소양초등학교,welfare,판단 보류,1,수집 목록에서 주변 시설을 찾았습니다. 실제 출입구 경로와 이용조건은 추가 확인이 필요합니다.
B000003111,인천안남초등학교,library,판단 보류,0,수집 목록에서 주변 시설을 확인하지 못했습니다. 시설이 없다는 뜻은 아닙니다.
B000003111,인천안남초등학교,books,판단 보류,,학교 내부 자료를 확인했습니다. 장서 구성·노후도·이용수요는 추가 확인이 필요합니다.
B000003111,인천안남초등학교,sports,판단 보류,0,수집 목록에서 주변 시설을 확인하지 못했습니다. 시설이 없다는 뜻은 아닙니다.; 25곳 모두 부평구 소재이며 부평구를 포함해 전수 조사한 지역은 없습니다.
B000003111,인천안남초등학교,welfare,판단 보류,0,수집 목록에서 주변 시설을 확인하지 못했습니다. 시설이 없다는 뜻은 아닙니다.
B000002995,영흥초등학교,library,판단 보류,0,수집 목록에서 주변 시설을 확인하지 못했습니다. 시설이 없다는 뜻은 아닙니다.; 도서지역은 도시형 500m 기준과 분리해 검토합니다.
B000002995,영흥초등학교,books,판단 보류,,학교 내부 자료를 확인했습니다. 장서 구성·노후도·이용수요는 추가 확인이 필요합니다.; 도서지역은 도시형 500m 기준과 분리해 검토합니다.
B000002995,영흥초등학교,sports,판단 보류,0,수집 목록에서 주변 시설을 확인하지 못했습니다. 시설이 없다는 뜻은 아닙니다.; 25곳 모두 부평구 소재이며 부평구를 포함해 전수 조사한 지역은 없습니다.; 도서지역은 도시형 500m 기준과 분리해 검토합니다.
B000002995,영흥초등학교,welfare,판단 보류,0,수집 목록에서 주변 시설을 확인하지 못했습니다. 시설이 없다는 뜻은 아닙니다.; 도서지역은 도시형 500m 기준과 분리해 검토합니다.
B000003064,인천옥련초등학교,library,판단 보류,1,수집 목록에서 주변 시설을 찾았습니다. 실제 출입구 경로와 이용조건은 추가 확인이 필요합니다.
B000003064,인천옥련초등학교,books,판단 보류,,학교 내부 자료를 확인했습니다. 장서 구성·노후도·이용수요는 추가 확인이 필요합니다.
B000003064,인천옥련초등학교,sports,판단 보류,0,수집 목록에서 주변 시설을 확인하지 못했습니다. 시설이 없다는 뜻은 아닙니다.; 25곳 모두 부평구 소재이며 부평구를 포함해 전수 조사한 지역은 없습니다.
B000003064,인천옥련초등학교,welfare,판단 보류,1,수집 목록에서 주변 시설을 찾았습니다. 실제 출입구 경로와 이용조건은 추가 확인이 필요합니다.
B000003063,인천문남초등학교,library,판단 보류,1,수집 목록에서 주변 시설을 찾았습니다. 실제 출입구 경로와 이용조건은 추가 확인이 필요합니다.
B000003063,인천문남초등학교,books,판단 보류,,학교 내부 자료를 확인했습니다. 장서 구성·노후도·이용수요는 추가 확인이 필요합니다.
B000003063,인천문남초등학교,sports,판단 보류,0,수집 목록에서 주변 시설을 확인하지 못했습니다. 시설이 없다는 뜻은 아닙니다.; 25곳 모두 부평구 소재이며 부평구를 포함해 전수 조사한 지역은 없습니다.
B000003063,인천문남초등학교,welfare,판단 보류,2,수집 목록에서 주변 시설을 찾았습니다. 실제 출입구 경로와 이용조건은 추가 확인이 필요합니다.
B000003059,인천동춘초등학교,library,판단 보류,0,수집 목록에서 주변 시설을 확인하지 못했습니다. 시설이 없다는 뜻은 아닙니다.
B000003059,인천동춘초등학교,books,판단 보류,,학교 내부 자료를 확인했습니다. 장서 구성·노후도·이용수요는 추가 확인이 필요합니다.
B000003059,인천동춘초등학교,sports,판단 보류,0,수집 목록에서 주변 시설을 확인하지 못했습니다. 시설이 없다는 뜻은 아닙니다.; 25곳 모두 부평구 소재이며 부평구를 포함해 전수 조사한 지역은 없습니다.
B000003059,인천동춘초등학교,welfare,판단 보류,0,수집 목록에서 주변 시설을 확인하지 못했습니다. 시설이 없다는 뜻은 아닙니다.
B000003068,인천먼우금초등학교,library,판단 보류,0,수집 목록에서 주변 시설을 확인하지 못했습니다. 시설이 없다는 뜻은 아닙니다.
B000003068,인천먼우금초등학교,books,판단 보류,,학교 내부 자료를 확인했습니다. 장서 구성·노후도·이용수요는 추가 확인이 필요합니다.
B000003068,인천먼우금초등학교,sports,판단 보류,0,수집 목록에서 주변 시설을 확인하지 못했습니다. 시설이 없다는 뜻은 아닙니다.; 25곳 모두 부평구 소재이며 부평구를 포함해 전수 조사한 지역은 없습니다.
B000003068,인천먼우금초등학교,welfare,판단 보류,0,수집 목록에서 주변 시설을 확인하지 못했습니다. 시설이 없다는 뜻은 아닙니다.
B000003023,인천부평북초등학교,library,판단 보류,1,수집 목록에서 주변 시설을 찾았습니다. 실제 출입구 경로와 이용조건은 추가 확인이 필요합니다.
B000003023,인천부평북초등학교,books,판단 보류,,학교 내부 자료를 확인했습니다. 장서 구성·노후도·이용수요는 추가 확인이 필요합니다.
B000003023,인천부평북초등학교,sports,판단 보류,0,수집 목록에서 주변 시설을 확인하지 못했습니다. 시설이 없다는 뜻은 아닙니다.; 25곳 모두 부평구 소재이며 부평구를 포함해 전수 조사한 지역은 없습니다.
B000003023,인천부평북초등학교,welfare,판단 보류,1,수집 목록에서 주변 시설을 찾았습니다. 실제 출입구 경로와 이용조건은 추가 확인이 필요합니다.
B000003097,인천논현초등학교,library,판단 보류,0,수집 목록에서 주변 시설을 확인하지 못했습니다. 시설이 없다는 뜻은 아닙니다.
B000003097,인천논현초등학교,books,판단 보류,,학교 내부 자료를 확인했습니다. 장서 구성·노후도·이용수요는 추가 확인이 필요합니다.
B000003097,인천논현초등학교,sports,판단 보류,0,수집 목록에서 주변 시설을 확인하지 못했습니다. 시설이 없다는 뜻은 아닙니다.; 25곳 모두 부평구 소재이며 부평구를 포함해 전수 조사한 지역은 없습니다.
B000003097,인천논현초등학교,welfare,판단 보류,0,수집 목록에서 주변 시설을 확인하지 못했습니다. 시설이 없다는 뜻은 아닙니다.
B000003066,인천해송초등학교,library,판단 보류,0,수집 목록에서 주변 시설을 확인하지 못했습니다. 시설이 없다는 뜻은 아닙니다.
B000003066,인천해송초등학교,books,판단 보류,,학교 내부 자료를 확인했습니다. 장서 구성·노후도·이용수요는 추가 확인이 필요합니다.
